"element"	"depth"	"sequence"	"choice"
"spatialVector"	0	0	0
"attributeList"	0	104	103
"constraint"	0	104	103
"geometry"	0	104	103
"geometricObjectCount"	0	104	103
"topologyLevel"	0	104	103
"spatialReference"	0	104	103
"horizontalAccuracy"	0	104	103
"verticalAccuracy"	0	104	103
"accuracyReport"	0	250	0
"quantitativeAccuracyReport"	0	250	0
"quantitativeAccuracyValue"	1	271	0
"quantitativeAccuracyMethod"	1	271	0
